txva2,txva1,qrealchl,l,qw,qttax,wgref,qinv,qinvbld,qinvin,rsubscash,pos,posfor,w,ws,qchposfor,omegag,,,,,,,,,,omegabld,,,,,,,,,,omegain,,,,,,,,,,omega,,,,,,,,,,qchtxva2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,txw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,txwg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,txi1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gkoff,,,,,,,,,,txc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qchtxva1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11,0,3150,1085961.111,122591.0037,71986750000,119685.0899,5619458069,7315377428,10326601510,0,-377089000000,0,119685.0899,129973353200,0,0,0,0.292869841,0,0,0,0,0.707130159,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09133912445,0.04730368969,0.03113442849,0.02347983143,0,0,0.4861529199,0,0.320590006,0,0.1050412235,0.8103719554,0.01113978224,0.03436339606,0,0,0.03908364277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.001577246373,0.03550727812,0.05919674926,0.06814473722,0.003723840218,0,0.02790571998,0.03559191085,0.02233534743,0.1628641524,0.583,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
