fass,tmfass,fd,tmfd,kappa1,kappa2,lamda1,lamda2,ri,qchri,maxri,maxqchri,maxridiff,minri,mb,rfund1,rfund2,liqb,liqbfor,nw,ridepfor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ribwfor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39035916340,0.25,39035916340,0.166667,0.02,0.3,0.6,0.8,0.1329,-0.0003,0.25,0.005,0.05,0.015,0.015,0.18,0.18,102018000000,25115000000,220000000000,0.0921,0.0934,0.0998,0.0973,0.1013,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.1161,0.0958,0.0971,0.1035,0.101,0.105,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198
